val1,val2,order,choice,rt,pt1,pt2,initpresdur1,initpresdur2
6.0,6.0,shortfirst,1,3.0,0.9,2.1,0.2,0.4
9.0,1.5,longfirst,1,2.7,2.1,0.6,0.7000000000000001,0.1
0.0,0.0,shortfirst,2,2.6,0.7,1.9,0.2,0.4
2.0,8.0,shortfirst,2,2.7,0.8,1.9,0.2,0.6000000000000001
5.75,2.5,longfirst,1,1.4,1.0,0.4,0.4,0.2
10.0,2.0,longfirst,1,1.7,1.2,0.5,0.6000000000000001,0.2
1.25,1.75,shortfirst,2,2.1,0.7,1.4,0.30000000000000004,0.6000000000000001
8.0,8.0,longfirst,1,3.7,2.8,0.9,0.4,0.2
0.0,7.25,shortfirst,2,1.1,0.4,0.7,0.2,0.6000000000000001
1.5,1.5,longfirst,2,4.1,3.0,1.1,0.6000000000000001,0.2
8.5,8.5,shortfirst,2,2.4,0.8,1.6,0.2,0.5
2.75,2.75,shortfirst,1,4.2,1.2,3.0,0.1,0.5
10.0,1.0,shortfirst,1,1.8,0.7,1.1,0.2,0.30000000000000004
5.5,0.75,longfirst,1,3.9,2.9,1.0,0.4,0.1
1.25,1.25,shortfirst,2,1.8,0.6,1.2,0.2,0.4
3.0,3.0,shortfirst,2,1.4,0.5,0.9,0.30000000000000004,0.5
7.0,7.0,longfirst,1,2.4,1.8,0.6,0.4,0.1
6.0,6.0,longfirst,1,2.9,2.2,0.7,0.6000000000000001,0.2
1.0,1.0,shortfirst,1,3.7,1.1,2.6,0.2,0.6000000000000001
0.75,0.75,shortfirst,2,5.0,1.6,3.4,0.30000000000000004,0.6000000000000001
5.5,5.5,longfirst,2,2.8,2.2,0.6,0.4,0.2
1.5,4.0,shortfirst,2,2.1,0.6,1.5,0.2,0.5
5.75,3.0,longfirst,1,3.8,2.5,1.3,0.30000000000000004,0.30000000000000004
9.0,9.0,shortfirst,1,4.9,1.4,3.5,0.1,0.6000000000000001
3.0,3.0,longfirst,2,5.0,3.6,1.4,0.4,0.2
2.25,8.0,shortfirst,2,1.4,0.6,0.8,0.2,0.30000000000000004
5.0,4.75,longfirst,1,1.4,1.0,0.4,0.5,0.2
4.75,0.25,shortfirst,1,1.8,0.7,1.1,0.30000000000000004,0.5
1.25,1.0,shortfirst,2,5.0,1.3,3.7,0.2,0.6000000000000001
1.25,0.0,longfirst,1,2.4,1.7,0.7,0.5,0.1
4.0,6.0,shortfirst,2,2.1,0.6,1.5,0.2,0.4
4.0,2.25,longfirst,1,4.2,3.1,1.1,0.5,0.2
0.25,0.0,shortfirst,1,3.4,1.0,2.4,0.2,0.5
7.5,7.5,longfirst,2,3.5,2.5,1.0,0.4,0.2
0.0,1.75,longfirst,1,5.0,3.6,1.4,0.4,0.2
2.25,2.25,longfirst,2,4.9,3.6,1.3,0.6000000000000001,0.2
10.0,1.5,longfirst,1,1.2,0.9,0.3,0.30000000000000004,0.2
5.75,1.75,shortfirst,1,2.2,0.6,1.6,0.1,0.5
10.0,0.75,shortfirst,1,1.1,0.3,0.8,0.1,0.4
7.75,7.75,shortfirst,2,1.5,0.4,1.1,0.2,0.6000000000000001
4.5,0.25,shortfirst,1,2.0,0.6,1.4,0.2,0.4
0.75,0.75,longfirst,2,2.8,1.9,0.9,0.30000000000000004,0.30000000000000004
9.5,6.25,longfirst,1,2.5,1.8,0.7,0.5,0.30000000000000004
2.0,2.0,shortfirst,1,4.3,1.2,3.1,0.1,0.5
2.25,8.5,shortfirst,2,4.0,1.1,2.9,0.2,0.4
3.5,5.25,longfirst,1,5.0,3.7,1.3,0.5,0.2
9.25,1.0,longfirst,1,2.3,1.6,0.7,0.4,0.2
10.0,8.25,longfirst,2,4.5,3.3,1.2,0.4,0.2
1.5,5.0,shortfirst,2,2.4,0.8,1.6,0.2,0.6000000000000001
10.0,10.0,longfirst,2,4.2,3.1,1.1,0.6000000000000001,0.2
3.0,0.25,longfirst,1,3.7,2.7,1.0,0.5,0.30000000000000004
0.0,0.25,longfirst,1,2.4,1.9,0.5,0.6000000000000001,0.1
0.0,0.0,shortfirst,2,3.2,1.1,2.1,0.2,0.5
0.0,0.0,longfirst,2,4.6,3.4,1.2,0.5,0.2
1.0,1.0,shortfirst,2,3.3,1.1,2.2,0.2,0.7000000000000001
6.25,6.25,longfirst,2,1.7,1.3,0.4,0.6000000000000001,0.2
4.5,4.5,longfirst,1,4.8,3.4,1.4,0.2,0.2
6.75,7.0,longfirst,1,5.0,3.8,1.2,0.4,0.2
7.75,7.75,shortfirst,2,2.6,0.7,1.9,0.2,0.6000000000000001
6.5,6.5,longfirst,2,4.4,3.2,1.2,0.4,0.2
0.0,0.0,shortfirst,1,4.1,1.1,3.0,0.2,0.7000000000000001
4.75,3.0,longfirst,1,3.3,2.5,0.8,0.6000000000000001,0.2
1.25,1.25,shortfirst,2,4.8,1.5,3.3,0.2,0.5
6.5,9.5,shortfirst,2,2.4,0.8,1.6,0.2,0.4
6.0,9.75,longfirst,2,3.0,2.3,0.7,0.4,0.2
3.0,3.0,shortfirst,1,3.5,1.0,2.5,0.2,0.5
1.25,1.25,shortfirst,2,1.2,0.4,0.8,0.2,0.4
1.25,6.0,longfirst,2,2.5,1.9,0.6,0.5,0.2
4.5,8.0,longfirst,2,0.9,0.7,0.2,0.4,0.2
1.5,1.5,shortfirst,1,2.1,0.7,1.4,0.2,0.4
7.25,7.25,shortfirst,1,2.5,0.9,1.6,0.2,0.5
1.25,0.0,shortfirst,2,4.2,1.6,2.6,0.30000000000000004,0.5
2.5,2.5,longfirst,1,1.2,0.9,0.3,0.6000000000000001,0.2
8.0,8.0,shortfirst,2,2.2,0.6,1.6,0.1,0.4
9.5,9.0,shortfirst,1,4.3,1.3,3.0,0.2,0.7000000000000001
1.0,1.0,shortfirst,1,3.2,0.9,2.3,0.2,0.4
6.75,3.0,longfirst,2,2.8,1.9,0.9,0.30000000000000004,0.2
0.5,1.75,longfirst,1,4.0,2.9,1.1,0.5,0.2
10.0,6.75,longfirst,1,1.4,1.0,0.4,0.4,0.2
1.5,4.0,shortfirst,2,3.2,1.1,2.1,0.1,0.6000000000000001
4.5,4.5,shortfirst,2,3.3,1.0,2.3,0.30000000000000004,0.6000000000000001
0.25,0.25,longfirst,2,3.7,2.6,1.1,0.7000000000000001,0.2
2.25,10.0,longfirst,2,3.6,2.5,1.1,0.5,0.30000000000000004
5.5,5.5,longfirst,2,5.0,3.7,1.3,0.5,0.2
0.25,0.25,shortfirst,2,2.1,0.6,1.5,0.2,0.4
6.75,1.25,shortfirst,1,0.8,0.3,0.5,0.2,0.5
1.25,9.0,longfirst,2,1.3,0.9,0.4,0.6000000000000001,0.2
4.25,4.25,longfirst,2,3.9,2.8,1.1,0.5,0.30000000000000004
2.5,2.5,longfirst,1,5.0,3.6,1.4,0.5,0.2
9.75,9.75,shortfirst,1,2.4,1.1,1.3,0.30000000000000004,0.5
5.25,3.0,shortfirst,1,3.1,0.9,2.2,0.2,0.30000000000000004
5.5,5.25,shortfirst,2,2.5,0.9,1.6,0.30000000000000004,0.30000000000000004
1.75,1.75,longfirst,1,2.2,1.5,0.7,0.6000000000000001,0.30000000000000004
4.0,4.0,shortfirst,1,1.1,0.5,0.6,0.30000000000000004,0.5
0.5,7.0,longfirst,2,1.5,1.2,0.3,0.4,0.2
8.0,8.0,longfirst,2,3.6,2.6,1.0,0.6000000000000001,0.2
10.0,10.0,shortfirst,2,1.3,0.4,0.9,0.2,0.5
0.0,0.25,shortfirst,2,5.0,1.5,3.5,0.2,0.5
6.75,6.5,longfirst,2,4.4,3.3,1.1,0.7000000000000001,0.2
7.25,6.75,longfirst,1,2.6,2.0,0.6,0.6000000000000001,0.2
0.75,5.0,longfirst,2,4.1,2.8,1.3,0.6000000000000001,0.2
2.5,2.25,longfirst,1,2.2,1.7,0.5,0.5,0.2
10.0,7.25,shortfirst,2,1.0,0.3,0.7,0.1,0.4
0.0,0.0,shortfirst,2,4.7,1.2,3.5,0.30000000000000004,0.6000000000000001
0.0,3.0,shortfirst,2,0.9,0.3,0.6,0.2,0.6000000000000001
5.75,5.75,shortfirst,1,1.8,0.6,1.2,0.2,0.4
0.25,0.25,longfirst,1,4.3,3.3,1.0,0.5,0.2
6.0,6.25,longfirst,2,3.1,2.2,0.9,0.5,0.2
0.0,0.0,longfirst,2,5.0,3.6,1.4,0.5,0.2
9.25,9.25,shortfirst,2,2.2,0.7,1.5,0.2,0.4
1.75,9.75,longfirst,2,2.5,1.8,0.7,0.4,0.30000000000000004
8.0,0.75,longfirst,1,3.4,2.5,0.9,0.5,0.2
5.75,5.75,longfirst,2,4.9,3.5,1.4,0.5,0.2
0.0,0.0,shortfirst,1,5.0,1.4,3.6,0.2,0.6000000000000001
1.5,1.5,longfirst,1,4.5,3.3,1.2,0.5,0.1
2.25,8.5,shortfirst,2,2.9,1.0,1.9,0.2,0.4
7.5,0.75,longfirst,1,1.7,1.3,0.4,0.6000000000000001,0.2
7.5,7.5,shortfirst,1,4.5,1.4,3.1,0.2,0.5
6.5,6.5,shortfirst,2,2.0,0.6,1.4,0.2,0.4
6.75,5.25,shortfirst,1,3.8,1.3,2.5,0.30000000000000004,0.30000000000000004
5.25,5.25,shortfirst,2,3.4,1.2,2.2,0.2,0.5
2.75,3.0,shortfirst,1,5.0,1.6,3.4,0.2,0.6000000000000001
6.5,6.75,longfirst,2,2.8,1.9,0.9,0.30000000000000004,0.30000000000000004
3.75,3.75,shortfirst,1,4.9,1.4,3.5,0.2,0.7000000000000001
6.5,6.0,longfirst,2,4.4,3.3,1.1,0.5,0.2
8.5,5.0,shortfirst,1,2.2,0.6,1.6,0.2,0.7000000000000001
1.75,1.75,longfirst,1,3.8,2.6,1.2,0.5,0.1
5.0,5.0,longfirst,2,2.9,2.3,0.6,0.4,0.1
8.25,5.0,shortfirst,1,2.5,1.2,1.3,0.30000000000000004,0.4
6.75,1.75,shortfirst,1,1.5,0.6,0.9,0.2,0.4
6.25,6.25,shortfirst,2,3.3,1.0,2.3,0.2,0.6000000000000001
2.75,2.75,shortfirst,1,1.9,0.6,1.3,0.1,0.4
1.5,9.25,longfirst,2,1.3,1.1,0.2,0.4,0.2
7.25,7.25,shortfirst,1,4.0,1.2,2.8,0.2,0.5
3.0,3.0,shortfirst,2,4.6,1.3,3.3,0.30000000000000004,0.7000000000000001
8.25,5.5,longfirst,1,4.8,3.2,1.6,0.6000000000000001,0.30000000000000004
9.25,4.5,longfirst,1,1.9,1.4,0.5,0.4,0.2
8.75,5.5,shortfirst,1,2.9,0.9,2.0,0.2,0.5
2.0,5.0,shortfirst,2,3.7,1.1,2.6,0.2,0.5
8.25,5.75,shortfirst,1,2.5,0.8,1.7,0.2,0.4
3.5,3.5,shortfirst,1,2.1,0.8,1.3,0.30000000000000004,0.5
7.75,7.75,longfirst,2,4.5,3.4,1.1,0.5,0.2
1.75,1.75,shortfirst,1,0.8,0.4,0.4,0.2,0.4
8.25,8.25,shortfirst,2,4.5,1.3,3.2,0.2,0.5
2.5,2.75,longfirst,1,2.7,1.9,0.8,0.5,0.2
2.5,2.5,longfirst,1,4.6,3.3,1.3,0.5,0.2
7.75,7.75,longfirst,1,4.1,3.1,1.0,0.5,0.1
1.75,8.0,longfirst,2,1.2,1.0,0.2,0.5,0.2
8.0,8.0,shortfirst,1,2.7,0.7,2.0,0.1,0.4
5.25,6.75,shortfirst,1,3.9,1.4,2.5,0.2,0.4
6.25,1.5,shortfirst,1,3.6,1.0,2.6,0.2,0.4
1.5,1.5,longfirst,2,4.7,3.2,1.5,0.4,0.2
2.5,2.0,longfirst,2,2.9,2.1,0.8,0.30000000000000004,0.2
9.25,2.5,shortfirst,1,1.4,0.4,1.0,0.2,0.6000000000000001
1.5,6.5,shortfirst,2,1.9,0.5,1.4,0.1,0.4
1.5,4.75,shortfirst,2,4.5,1.5,3.0,0.2,0.7000000000000001
6.25,6.25,longfirst,2,5.0,3.6,1.4,0.4,0.2
8.5,6.5,longfirst,2,4.9,3.5,1.4,0.2,0.2
7.5,7.75,shortfirst,2,4.5,1.6,2.9,0.2,0.4
8.0,6.0,longfirst,1,2.8,2.3,0.5,0.5,0.1
6.75,8.25,shortfirst,2,4.7,1.3,3.4,0.2,0.4
9.75,7.0,longfirst,2,5.0,3.7,1.3,0.6000000000000001,0.2
9.25,9.25,longfirst,1,3.5,2.7,0.8,0.5,0.2
7.25,7.25,longfirst,1,1.8,1.4,0.4,0.4,0.2
6.0,0.25,longfirst,1,1.5,1.0,0.5,0.4,0.30000000000000004
5.25,8.25,longfirst,2,1.5,1.2,0.3,0.5,0.2
6.5,6.5,shortfirst,2,4.0,1.1,2.9,0.30000000000000004,0.7000000000000001
7.25,7.25,longfirst,1,2.1,1.6,0.5,0.6000000000000001,0.2
0.75,0.75,longfirst,2,2.2,1.6,0.6,0.5,0.2
2.0,2.0,shortfirst,2,4.5,1.4,3.1,0.1,0.30000000000000004
5.25,5.25,shortfirst,1,4.2,1.4,2.8,0.30000000000000004,0.4
7.0,7.0,longfirst,1,1.3,1.1,0.2,0.6000000000000001,0.1
2.0,2.0,shortfirst,1,1.1,0.3,0.8,0.2,0.6000000000000001
7.25,2.0,shortfirst,1,1.0,0.5,0.5,0.30000000000000004,0.4
3.0,3.0,shortfirst,1,5.0,1.6,3.4,0.2,0.4
3.0,7.5,longfirst,2,1.2,1.0,0.2,0.5,0.2
3.5,8.75,longfirst,2,4.0,3.2,0.8,0.6000000000000001,0.2
3.75,3.5,shortfirst,1,2.3,0.8,1.5,0.2,0.30000000000000004
6.0,7.0,shortfirst,1,4.7,1.0,3.7,0.2,0.8
6.0,6.0,longfirst,2,4.2,3.0,1.2,0.6000000000000001,0.2
6.75,3.75,longfirst,1,4.6,3.5,1.1,0.5,0.2
5.25,5.0,shortfirst,1,3.3,1.1,2.2,0.2,0.5
3.0,3.0,shortfirst,2,5.0,1.5,3.5,0.2,0.4
10.0,10.0,longfirst,1,2.4,1.7,0.7,0.30000000000000004,0.30000000000000004
7.75,7.75,longfirst,1,3.2,2.4,0.8,0.5,0.2
3.5,2.75,shortfirst,1,3.7,1.2,2.5,0.1,0.4
8.25,7.5,shortfirst,1,4.9,1.5,3.4,0.2,0.5
6.0,2.25,longfirst,1,2.8,2.0,0.8,0.30000000000000004,0.2
9.0,9.0,longfirst,2,4.5,3.3,1.2,0.7000000000000001,0.2
9.5,9.5,shortfirst,2,2.3,0.7,1.6,0.2,0.5
8.25,2.75,longfirst,1,1.8,1.4,0.4,0.6000000000000001,0.2
7.0,2.5,shortfirst,2,4.2,1.1,3.1,0.2,0.6000000000000001
7.5,3.25,longfirst,1,1.3,1.1,0.2,0.5,0.2
6.5,6.5,shortfirst,1,0.5,0.2,0.3,0.2,0.30000000000000004
7.5,7.5,shortfirst,1,2.4,0.9,1.5,0.2,0.6000000000000001
5.75,6.0,longfirst,2,1.9,1.5,0.4,0.7000000000000001,0.2
3.25,6.25,longfirst,2,1.2,1.0,0.2,0.6000000000000001,0.2
7.25,2.5,longfirst,1,1.6,1.3,0.3,0.6000000000000001,0.1
5.25,3.25,longfirst,1,3.7,2.6,1.1,0.4,0.2
10.0,2.5,shortfirst,1,2.7,0.8,1.9,0.1,0.4
1.0,3.0,shortfirst,2,2.8,0.9,1.9,0.30000000000000004,0.4
7.0,7.0,shortfirst,2,4.7,1.5,3.2,0.30000000000000004,0.5
9.25,9.0,longfirst,1,4.3,3.0,1.3,0.6000000000000001,0.30000000000000004
8.0,8.0,longfirst,1,1.5,1.1,0.4,0.5,0.30000000000000004
7.5,7.5,longfirst,2,2.2,1.4,0.8,0.4,0.30000000000000004
9.25,4.75,longfirst,1,3.4,2.5,0.9,0.4,0.2
5.0,6.5,longfirst,1,5.0,3.7,1.3,0.5,0.1
7.75,7.5,shortfirst,2,2.6,1.0,1.6,0.2,0.4
1.75,8.0,longfirst,2,3.5,2.5,1.0,0.5,0.30000000000000004
2.5,2.5,longfirst,1,4.6,3.4,1.2,0.5,0.30000000000000004
5.25,5.25,longfirst,2,2.0,1.5,0.5,0.5,0.2
4.5,4.5,shortfirst,1,2.7,0.7,2.0,0.2,0.5
5.25,7.25,shortfirst,2,4.7,1.3,3.4,0.2,0.7000000000000001
2.0,7.5,shortfirst,2,2.9,0.8,2.1,0.1,0.5
7.25,7.25,longfirst,1,3.0,2.3,0.7,0.5,0.2
8.0,9.25,longfirst,2,1.9,1.5,0.4,0.4,0.2
3.0,2.0,shortfirst,2,2.9,0.8,2.1,0.2,0.5
2.75,8.5,longfirst,2,2.9,2.2,0.7,0.5,0.2
6.25,6.25,longfirst,2,3.4,2.8,0.6,0.4,0.1
2.0,1.75,longfirst,2,1.4,1.1,0.3,0.5,0.2
3.5,3.0,shortfirst,2,3.0,0.9,2.1,0.2,0.30000000000000004
7.75,8.5,shortfirst,2,2.7,0.9,1.8,0.2,0.5
3.5,3.25,longfirst,1,2.5,1.9,0.6,0.5,0.2
8.25,8.25,shortfirst,1,0.9,0.4,0.5,0.2,0.5
8.5,8.25,shortfirst,1,2.8,0.8,2.0,0.2,0.5
2.25,2.25,longfirst,1,1.9,1.4,0.5,0.4,0.2
9.5,3.25,longfirst,1,0.8,0.6,0.2,0.4,0.2
8.75,3.75,shortfirst,1,1.2,0.5,0.7,0.30000000000000004,0.5
6.75,7.0,shortfirst,2,1.0,0.5,0.5,0.2,0.30000000000000004
8.5,8.5,shortfirst,1,3.6,1.0,2.6,0.2,0.6000000000000001
3.5,1.25,shortfirst,1,2.1,0.6,1.5,0.2,0.5
2.75,2.75,shortfirst,1,4.3,1.1,3.2,0.2,0.5
5.75,5.75,longfirst,1,4.7,3.5,1.2,0.30000000000000004,0.2
4.75,5.0,longfirst,2,2.3,1.8,0.5,0.5,0.2
7.25,7.25,longfirst,2,2.7,1.9,0.8,0.6000000000000001,0.2
6.75,3.0,longfirst,1,1.9,1.4,0.5,0.6000000000000001,0.2
6.75,6.75,longfirst,1,1.6,1.2,0.4,0.5,0.2
9.25,9.5,longfirst,2,3.8,2.8,1.0,0.4,0.2
3.0,3.0,shortfirst,1,4.5,1.2,3.3,0.2,0.6000000000000001
3.0,4.75,longfirst,2,5.0,3.7,1.3,0.4,0.2
2.75,2.75,shortfirst,2,4.6,1.4,3.2,0.2,0.5
7.5,4.75,longfirst,1,2.0,1.4,0.6,0.2,0.30000000000000004
2.5,2.5,longfirst,2,1.4,1.1,0.3,0.6000000000000001,0.2
8.25,7.25,longfirst,1,2.2,1.7,0.5,0.5,0.2
2.0,8.0,longfirst,2,4.9,3.4,1.5,0.5,0.2
7.75,7.75,longfirst,2,5.0,3.6,1.4,0.5,0.2
3.0,3.0,shortfirst,1,4.8,1.6,3.2,0.2,0.5
7.5,7.75,shortfirst,1,3.7,1.0,2.7,0.2,0.5
7.0,2.5,longfirst,1,1.3,1.0,0.3,0.5,0.1
3.25,3.25,shortfirst,1,4.8,1.5,3.3,0.2,0.5
7.5,5.0,shortfirst,1,5.0,1.4,3.6,0.2,0.6000000000000001
8.5,6.75,longfirst,1,2.7,2.0,0.7,0.4,0.2
5.25,7.75,shortfirst,1,1.2,0.5,0.7,0.30000000000000004,0.6000000000000001
3.0,3.0,shortfirst,2,1.9,0.5,1.4,0.2,0.6000000000000001
7.5,7.5,shortfirst,1,5.0,1.3,3.7,0.1,0.6000000000000001
6.75,6.75,shortfirst,1,5.0,1.5,3.5,0.2,0.5
8.0,8.0,longfirst,1,2.3,1.8,0.5,0.5,0.2
2.0,2.0,longfirst,1,3.1,2.3,0.8,0.6000000000000001,0.2
6.25,6.25,longfirst,2,4.7,3.4,1.3,0.6000000000000001,0.2
8.25,8.25,longfirst,2,3.9,2.9,1.0,0.6000000000000001,0.2
2.75,2.5,longfirst,2,1.5,1.1,0.4,0.4,0.30000000000000004
3.5,8.0,shortfirst,2,1.0,0.4,0.6,0.2,0.4
2.5,8.75,shortfirst,2,0.6,0.1,0.5,0.1,0.5
8.25,8.25,shortfirst,2,4.5,1.2,3.3,0.2,0.5
3.5,2.25,longfirst,1,1.7,1.1,0.6,0.7000000000000001,0.30000000000000004
2.5,8.25,longfirst,2,2.4,1.7,0.7,0.5,0.2
9.5,5.5,shortfirst,2,3.9,1.4,2.5,0.2,0.4
5.25,4.75,longfirst,2,3.8,2.8,1.0,0.5,0.2
6.25,6.25,shortfirst,2,3.2,1.3,1.9,0.30000000000000004,0.4
8.75,3.0,shortfirst,1,2.6,0.9,1.7,0.2,0.7000000000000001
6.25,6.5,shortfirst,2,2.7,0.9,1.8,0.2,0.5
2.5,2.75,shortfirst,2,0.9,0.3,0.6,0.2,0.6000000000000001
5.0,1.5,longfirst,1,3.1,2.3,0.8,0.6000000000000001,0.30000000000000004
5.0,10.0,longfirst,2,4.2,3.3,0.9,0.5,0.1
1.75,2.75,longfirst,2,3.3,2.6,0.7,0.4,0.2
6.0,7.75,shortfirst,2,2.6,0.7,1.9,0.2,0.6000000000000001
6.0,6.0,longfirst,1,3.9,3.0,0.9,0.5,0.2
9.5,1.75,shortfirst,1,3.7,1.3,2.4,0.2,0.5
1.75,9.25,shortfirst,2,1.7,0.5,1.2,0.2,0.4
7.75,2.75,longfirst,1,1.9,1.5,0.4,0.5,0.1
7.25,2.75,longfirst,1,3.0,2.3,0.7,0.4,0.2
1.0,1.25,shortfirst,2,2.7,0.8,1.9,0.30000000000000004,0.5
9.25,2.5,shortfirst,1,2.1,0.7,1.4,0.2,0.4
8.75,9.0,shortfirst,2,3.3,0.9,2.4,0.2,0.7000000000000001
2.5,2.5,shortfirst,1,1.8,0.5,1.3,0.2,0.7000000000000001
2.25,6.75,longfirst,2,0.9,0.8,0.1,0.4,0.1
2.25,2.25,shortfirst,1,4.5,1.2,3.3,0.2,0.6000000000000001
8.5,8.5,longfirst,2,3.3,2.4,0.9,0.5,0.2
9.5,6.75,shortfirst,1,4.1,1.3,2.8,0.2,0.4
7.0,7.0,shortfirst,2,5.0,1.4,3.6,0.1,0.4
2.0,2.0,shortfirst,2,5.0,1.5,3.5,0.30000000000000004,0.5
6.75,6.75,longfirst,2,1.7,1.1,0.6,0.4,0.2
6.75,3.25,longfirst,1,1.0,0.7,0.3,0.4,0.30000000000000004
7.0,2.25,shortfirst,1,3.1,0.9,2.2,0.2,0.6000000000000001
2.5,7.0,longfirst,1,1.4,1.0,0.4,0.4,0.2
4.75,4.75,shortfirst,1,2.8,0.8,2.0,0.2,0.5
8.75,2.5,longfirst,1,1.3,0.9,0.4,0.30000000000000004,0.30000000000000004
5.5,5.5,shortfirst,1,4.5,1.4,3.1,0.2,0.5
7.5,7.5,shortfirst,1,3.9,1.3,2.6,0.2,0.6000000000000001
7.0,7.0,shortfirst,2,2.4,0.8,1.6,0.1,0.6000000000000001
7.0,2.75,shortfirst,1,4.6,1.4,3.2,0.2,0.30000000000000004
8.0,2.5,longfirst,1,1.8,1.4,0.4,0.6000000000000001,0.2
8.5,8.5,longfirst,1,3.6,2.7,0.9,0.7000000000000001,0.2
9.0,8.75,shortfirst,2,3.1,0.9,2.2,0.2,0.6000000000000001
8.5,3.0,longfirst,1,1.4,1.0,0.4,0.4,0.2
3.25,4.75,longfirst,2,5.0,3.8,1.2,0.7000000000000001,0.1
5.75,7.75,shortfirst,2,4.2,1.2,3.0,0.1,0.5
1.5,6.0,shortfirst,2,3.1,0.8,2.3,0.2,0.5
5.75,7.75,longfirst,2,4.8,3.4,1.4,0.5,0.2
3.0,8.5,longfirst,2,4.2,3.1,1.1,0.4,0.2
8.0,8.25,shortfirst,2,3.9,1.3,2.6,0.2,0.6000000000000001
3.0,6.25,longfirst,2,5.0,3.8,1.2,0.7000000000000001,0.2
7.25,7.25,shortfirst,2,3.0,0.8,2.2,0.2,0.4
7.75,7.75,longfirst,1,2.2,1.5,0.7,0.4,0.2
7.75,7.75,shortfirst,1,4.5,1.2,3.3,0.2,0.5
8.0,8.0,longfirst,1,5.0,3.8,1.2,0.7000000000000001,0.2
1.75,9.0,shortfirst,2,1.8,0.6,1.2,0.2,0.5
8.0,8.0,shortfirst,2,4.3,1.3,3.0,0.2,0.5
8.25,8.25,shortfirst,2,5.0,1.3,3.7,0.1,0.5
8.0,7.75,shortfirst,1,5.0,1.5,3.5,0.1,0.7000000000000001
4.75,4.75,shortfirst,2,5.0,1.2,3.8,0.2,0.6000000000000001
5.75,2.75,longfirst,1,1.8,1.2,0.6,0.5,0.30000000000000004
6.25,5.25,shortfirst,1,4.0,1.4,2.6,0.2,0.4
7.5,7.5,shortfirst,2,1.8,0.6,1.2,0.2,0.6000000000000001
2.75,6.75,shortfirst,2,3.2,1.1,2.1,0.2,0.4
6.25,6.25,longfirst,1,2.7,2.0,0.7,0.5,0.30000000000000004
7.75,7.75,longfirst,2,3.8,2.8,1.0,0.5,0.2
8.75,8.75,longfirst,1,4.6,3.5,1.1,0.5,0.2
1.75,1.75,shortfirst,1,2.2,0.7,1.5,0.2,0.4
3.0,0.75,shortfirst,1,3.3,1.0,2.3,0.30000000000000004,0.5
6.75,3.25,longfirst,1,2.1,1.8,0.3,0.5,0.1
7.5,8.0,shortfirst,2,0.6,0.2,0.4,0.2,0.4
2.75,2.75,shortfirst,2,5.0,1.5,3.5,0.30000000000000004,0.6000000000000001
8.5,7.5,shortfirst,2,1.1,0.4,0.7,0.2,0.7000000000000001
5.0,5.0,shortfirst,2,3.6,1.3,2.3,0.2,0.6000000000000001
6.75,6.75,shortfirst,2,2.7,0.8,1.9,0.2,0.4
7.0,0.75,longfirst,1,1.5,1.1,0.4,0.30000000000000004,0.2
5.75,7.25,shortfirst,2,2.4,0.7,1.7,0.30000000000000004,0.7000000000000001
7.25,2.0,longfirst,1,4.9,3.6,1.3,0.7000000000000001,0.30000000000000004
7.75,7.75,longfirst,1,4.7,3.5,1.2,0.5,0.1
9.25,7.0,longfirst,1,1.0,0.9,0.1,0.5,0.1
9.0,5.5,longfirst,1,2.6,2.1,0.5,0.7000000000000001,0.2
8.75,8.75,longfirst,1,4.9,3.5,1.4,0.6000000000000001,0.2
2.0,6.0,longfirst,2,3.9,2.9,1.0,0.6000000000000001,0.1
1.0,1.0,longfirst,1,4.3,3.2,1.1,0.5,0.2
6.75,2.0,longfirst,1,2.4,1.8,0.6,0.5,0.2
5.0,8.5,longfirst,2,1.4,1.0,0.4,0.4,0.2
10.0,2.25,shortfirst,1,1.8,0.6,1.2,0.2,0.5
9.0,9.0,shortfirst,1,1.3,0.4,0.9,0.1,0.4
7.25,7.25,shortfirst,1,2.6,0.8,1.8,0.2,0.5
5.75,5.75,longfirst,2,2.2,1.5,0.7,0.6000000000000001,0.2
8.25,2.25,longfirst,1,1.3,1.0,0.3,0.5,0.2
2.25,5.5,shortfirst,2,3.5,1.0,2.5,0.1,0.5
8.0,8.0,longfirst,2,3.4,2.4,1.0,0.5,0.2
1.75,1.75,shortfirst,1,4.8,1.1,3.7,0.1,0.5
10.0,2.0,shortfirst,1,0.6,0.2,0.4,0.2,0.4
6.5,9.5,shortfirst,2,3.2,1.2,2.0,0.30000000000000004,0.4
9.5,9.5,longfirst,2,4.6,3.4,1.2,0.5,0.2
5.75,2.5,longfirst,1,1.3,1.0,0.3,0.6000000000000001,0.30000000000000004
6.5,8.5,shortfirst,2,1.0,0.4,0.6,0.2,0.6000000000000001
8.0,8.0,longfirst,2,4.8,3.5,1.3,0.7000000000000001,0.30000000000000004
1.25,1.25,shortfirst,2,1.7,0.6,1.1,0.2,0.5
6.5,6.5,longfirst,1,4.9,3.7,1.2,0.5,0.30000000000000004
3.25,3.25,shortfirst,2,3.8,1.2,2.6,0.2,0.4
8.5,8.5,longfirst,2,4.3,3.3,1.0,0.5,0.2
9.5,9.25,shortfirst,2,1.6,0.7,0.9,0.2,0.5
5.25,5.25,longfirst,1,4.2,3.2,1.0,0.5,0.2
